id,passageId,skillId,questionTypeId,"question","potentialAnswers","correctAnswers",atLeast,difficulty,disabled,"rationale","updatedAt","createdAt",commonCoreId
2107,294,20,1,"What is the name of the missing butterfly species?","[\"\\\"Lapos Blue\\\"\", \"\\\"Lapso Blue\\\"\", \"\\\"Palos Blue\\\"\", \"\\\"Plaos Blue\\\"\"]","[\"\\\"Palos Blue\\\"\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2108,294,10,1,"Which of the following would be the most appropriate alternative title for this story?
","[\"\\\"The Butterflies\\\"\", \"\\\"The Tour Guide\\\"\", \"\\\"A School Trip\\\"\", \"\\\"The Missing Butterfly\\\"\"]","[\"\\\"The Missing Butterfly\\\"\"]",NULL,5,0,NULL,"2019-11-11 15:57:39","2019-03-20 20:03:16",NULL
2109,294,15,1,"Reread the last sentence: \"She looked scared. 'The Palos Blue is gone!'\" What mood is this line meant to create?","[\"Empathetic\", \"Bitter\", \"Suspenseful\", \"Aggressive\"]","[\"Suspenseful\"]",NULL,5,0,NULL,"2019-08-01 14:34:17","2019-03-20 20:03:16",NULL
2110,294,13,1,"Reread this sentence: “Hundreds of butterflies fluttered around the room.” Which of the following words is a synonym for \"fluttered\"?","[\"Fluffed\", \"Flew\", \"Swam\", \"Buttered\"]","[\"Flew\"]",NULL,5,0,NULL,"2019-08-01 14:34:17","2019-03-20 20:03:16",NULL
2111,294,11,1,"Which question does this passage leave the reader asking?","[\"How's the weather?\", \"How many butterflies were in the large room?\", \"Where did the rare butterfly go?\", \"What kind of butterfly landed on Susan's arm?\"]","[\"Where did the rare butterfly go?\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2112,294,8,1,"True or false: The kids did not care about the rare butterfly. ","[\"True\", \"False\"]","[\"True\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2113,294,3,1,"The term \"Palos Blue\" refers to:","[\"The location of the field trip.\", \"The student who found the rare butterfly.\", \"The flower that attracted the rare butterfly.\", \"The rare butterfly.\"]","[\"The rare butterfly.\"]",NULL,3,0,NULL,"2019-08-01 14:34:19","2019-03-20 20:03:16",NULL
2114,294,2,4,"Based on the details within the passage, which settings would NOT make sense? Select all that apply.","[\"A spaceship\", \"A train station\", \"A zoo\", \"A hotel\"]","[\"A spaceship\", \"A train station\", \"A hotel\"]",NULL,5,0,NULL,"2019-08-01 14:34:17","2019-03-20 20:03:16",NULL
2115,294,1,1,"What do you think the tour guide will do next?","[\"Try to find the missing butterfly.\", \"Continue with the tour.\", \"Release all the other butterflies into the wild.\", \"Go buy a new butterfly.\"]","[\"Try to find the missing butterfly.\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2116,381,13,1,"Which of the following words is a synonym for \"deranged\"?","[\"Smart\", \"Courageous\", \"Funny\", \"Insane\"]","[\"Insane\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2117,381,2,1,"Why did Tom go from seeing the river beneath him, to seeing land beneath him?","[\"Because he was swinging around and around the tree branch.\", \"Because the river had some sandbars in it.\", \"Because he was swinging across the river onto land.\", \"Because in this magical jungle, the land and water sometimes trade places.\"]","[\"Because he was swinging across the river onto land.\"]",NULL,5,0,NULL,"2019-11-11 15:57:39","2019-03-20 20:03:16",NULL
2118,381,3,1,"Who is the main character in this story?","[\"Tom\", \"Jesse\", \"Both\", \"None\"]","[\"Tom\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2119,381,5,1,"Based on the passage, select the adjective that best describes Tom.","[\"Insane\", \"Courageous\", \"Lazy\", \"Hard-working\"]","[\"Courageous\"]",NULL,3,0,NULL,"2019-08-01 14:34:19","2019-03-20 20:03:16",NULL
2120,381,8,1,"Which quotation from the passage shows that Jesse did not agree with Tom's idea to jump? ","[\"\\\"What are you, totally deranged?\\\"\", \"“JUMP!” Tom screamed, leaping into the air.\", \"“I don’t know if I can hold on for much longer!” Jesse yelled, gripping the rubber raft handles tight.\", \"Before he could look up to see what had happened to Jesse, something heavy landed on top of him.\"]","[\"\\\"What are you, totally deranged?\\\"\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2121,381,10,4,"What part of the story does the title give us information about? Select all that apply.","[\"The characters\", \"The problem\", \"The solution\", \"The setting\"]","[\"The problem\", \"The setting\"]",NULL,5,0,NULL,"2019-08-01 14:34:17","2019-03-20 20:03:16",NULL
2122,381,20,1,"What color is Jesse's and Tom's boat?","[\"White\", \"Green\", \"Yellow\", \"Not enough information to know\"]","[\"Not enough information to know\"]",NULL,3,0,NULL,"2019-08-01 14:34:19","2019-03-20 20:03:16",NULL
2123,381,14,1,"This passage was most likely written to be:","[\"Entertaining\", \"Persuasive\", \"Informative\", \"None of the above\"]","[\"Entertaining\"]",NULL,3,0,NULL,"2019-08-01 14:34:19","2019-03-20 20:03:16",NULL
2124,381,6,1,"What is the genre of this passage?","[\"Science Fiction\", \"Mystery\", \"Action/ Adventure\", \"Romance\"]","[\"Action/ Adventure\"]",NULL,3,0,NULL,"2019-08-01 14:34:19","2019-03-20 20:03:16",NULL
2125,348,10,4,"Which of the following could also be appropriate titles for this passage? Select all that apply.","[\"The Scouting Tree\", \"The Neighbor's Tree\", \"The Other Yard\", \"Climbing Is Fun\"]","[\"The Scouting Tree\", \"The Neighbor's Tree\"]",NULL,5,0,NULL,"2019-08-01 14:34:17","2019-03-20 20:03:16",NULL
2126,348,8,1,"Reread this sentence: \"[The tree] also had big, strong, twisting branches. They grew in almost every direction. That was also good for scouting.\" Why is that good for scouting?","[\"Because the more branches in her scouting tree, the more villains she can catch.\", \"Because the branches protect her from the rain.\", \"Because the branches allow Luna to climb out and scout in every direction.\", \"Because if the branches were straight, she wouldn't be able to climb them.\"]","[\"Because the branches allow Luna to climb out and scout in every direction.\"]",NULL,5,0,NULL,"2019-11-11 15:57:39","2019-03-20 20:03:16",NULL
2127,348,6,1,"This passage is an example of which genre? ","[\"Fantasy\", \"Realistic Fiction\", \"Nonfiction\", \"Horror\"]","[\"Realistic Fiction\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2128,348,4,1,"What is the main idea of the passage? ","[\"Luna likes to go scouting because it is what she's best at.\", \"Luna likes to climb trees because it is what she's best at.\", \"The tree in Luna's neighbour's yard is perfect for scouting.\", \"Luna's front yard has the tallest tree on her block.\"]","[\"The tree in Luna's neighbour's yard is perfect for scouting.\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2129,348,8,4,"What do you think Luna likes to do in the tree? ","[\"Scout\", \"Swing\", \"Read\", \"Daydream\", \"Drop water balloons\"]","[\"Scout\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2130,348,5,1,"Based on the passage, which adjective describes Luna the best? ","[\"Scared\", \"Ambitious\", \"Happy\", \"Adventurous\"]","[\"Adventurous\"]",NULL,3,0,NULL,"2019-08-01 14:34:19","2019-03-20 20:03:16",NULL
2131,348,20,1,"What is Luna's favorite type of tree? ","[\"Oak tree\", \"Olive tree\", \"Palm tree\", \"The type is not mentioned\"]","[\"The type is not mentioned\"]",NULL,3,0,NULL,"2019-08-01 14:34:19","2019-03-20 20:03:16",NULL
2132,348,3,1,"True or false: Luna likes to do what is expected of her.","[\"True\", \"False\"]","[\"False\"]",NULL,5,0,NULL,"2019-08-01 14:34:17","2019-03-20 20:03:16",NULL
2133,348,13,1,"Which word is a synonym for \"scout\" as it is used in this passage?","[\"Moon\", \"Guide\", \"Spy\", \"Tree\"]","[\"Spy\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2134,348,3,1,"What part of the tree lets Luna see out, but keeps others from seeing in?","[\"The branches\", \"The leaves\", \"The trunk\", \"The roots\"]","[\"The leaves\"]",NULL,3,0,NULL,"2019-08-01 14:34:19","2019-03-20 20:03:16",NULL
2135,347,1,1,"What do you think Nelson will do next? ","[\"He will ignore his sister and go upstairs.\", \"He will also try to launch himself into space.\", \"He will run into the next room to help his sister.\", \"He will begin building a spaceship in the livingroom.\"]","[\"He will run into the next room to help his sister.\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2136,347,20,1,"Which room did Nicole run towards? ","[\"The living room\", \"Her bedroom\", \"The kitchen\", \"The hallway\", \"The bathroom\"]","[\"The living room\"]",NULL,3,0,NULL,"2019-08-01 14:34:19","2019-03-20 20:03:16",NULL
2137,347,13,1,"What is the best definition for the word \"lurch\" as it is used in this passsage?","[\"A sudden, uncontrolled movement or feeling.\", \"The meal between breakfast and dinner.\", \"A creepy manservant who answers the door of a mansion.\", \"To vomit.\"]","[\"A sudden, uncontrolled movement or feeling.\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2138,347,2,1,"What caused the big crash that Nelson heard?","[\"Nicole tripping over a cable and breaking a lamp.\", \"Nicole running down the hallway.\", \"Nicole jumping on the couch.\", \"Nicole crashing into a wall or some furniture after jumping off the couch.\"]","[\"Nicole crashing into a wall or some furniture after jumping off the couch.\"]",NULL,5,0,NULL,"2019-08-01 14:34:17","2019-03-20 20:03:16",NULL
2139,347,5,4,"How does Nicole feel about space travel? Select all that apply.","[\"Bored\", \"Scared\", \"Frustrated\", \"Excited\", \"Curious\"]","[\"Excited\", \"Curious\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2140,347,8,1,"What was Nicole doing in the last paragraph of this passage?","[\"She was building a spaceship in the living room.\", \"She was trying to run fast enough to launch herself into space.\", \"She was researching how to get to space.\", \"She was talking to her brother about space travel.\", \"She was tipping over the bookshelves in the living room.\"]","[\"She was trying to run fast enough to launch herself into space.\"]",NULL,5,0,NULL,"2019-11-11 15:57:39","2019-03-20 20:03:16",NULL
2141,347,8,1,"Reread this sentence: \"The spaceship had experienced a failure to launch.\" What is the \"spaceship\" being referred to here?
","[\"Nicole's spaceship\", \"Nelson's spaceship\", \"Nicole\", \"Nelson\"]","[\"Nicole\"]",NULL,5,0,NULL,"2019-08-01 14:34:17","2019-03-20 20:03:16",NULL
2142,347,10,1,"The passage's title refers to:","[\"The villain\", \"The setting\", \"The problem\", \"The main character(s)\"]","[\"The main character(s)\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2143,347,51,4,"Nelson tells his sister that the atmosphere is \"like a big invisible blanket covering the whole world.\" What kind of figurative language is he using in that description?","[\"Simile\", \"Metaphor\", \"Alliteration\", \"Onomatopoeia\"]","[\"Simile\"]",NULL,5,0,NULL,"2019-11-11 15:57:39","2019-03-20 20:03:16",NULL
2144,332,2,1,"True or false: The outfield is very crowded.","[\"True\", \"False\"]","[\"False\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2145,332,3,1,"What does Chidi NOT like about playing in the outfield?","[\"He never gets to throw the ball.\", \"He never gets to talk to his friends.\", \"Sometimes the ball comes to him.\", \"He can never see what's going on in the game.\"]","[\"Sometimes the ball comes to him.\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2146,332,8,1,"What would cause the ball to get in Chidi's way?","[\"Someone kicking the ball to Chidi to score a goal.\", \"Chidi's mom packing a ball for him in his lunch.\", \"A ball rolling over from someone else's game.\", \"A batter hitting the ball far into the outfield.\"]","[\"A batter hitting the ball far into the outfield.\"]",NULL,5,0,NULL,"2019-08-01 14:34:17","2019-03-20 20:03:16",NULL
2147,332,8,1,"Why do you think Chidi does not like the ball?","[\"Because he is afraid of it.\", \"Because the ball is small and difficult to catch.\", \"Because he is forced to pause his free time.\", \"Because he does not run fast enough.\"]","[\"Because he is forced to pause his free time.\"]",NULL,5,0,NULL,"2019-08-01 14:34:17","2019-03-20 20:03:16",NULL
2148,332,14,1,"Why do you think the author most likely wrote this passage?","[\"To inform\", \"To entertain\", \"To persuade\"]","[\"To entertain\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2149,334,10,1,"The title \"Guitar Lesson\" gives the reader a hint about:","[\"The situation\", \"The main character\", \"The problem\", \"None of the above\"]","[\"The situation\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-03-20 20:03:16",NULL
2150,334,51,1,"What does the author mean by saying that the instrument sounds like a \"dying cat\"?","[\"Paul knows how to play the guitar well.\", \"Paul is very bad at playing the guitar.\", \"The guitar makes its own sounds.\", \"There is a dying cat in the room.\"]","[\"Paul is very bad at playing the guitar.\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2151,334,8,1,"True or false: Paul is interested in learning how to play the guitar. ","[\"True\", \"False\"]","[\"True\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-03-20 20:03:16",NULL
2152,334,13,1,"Reread this sentence: \"Paul picked up the electric guitar and sheepishly played a few bars.\" What does this mean?
","[\"He played the guitar with confidence.\", \"Paul played the guitar shyly.\", \"Paul was shyly playing with his chocolate bars.\", \"Paul confidently played with a sheep.\"]","[\"Paul played the guitar shyly.\"]",NULL,5,0,NULL,"2019-08-01 14:34:17","2019-03-20 20:03:16",NULL
2153,334,5,1,"Eddy's comment was meant as a:","[\"Helpful hint\", \"Encouragement\", \"Compliment\", \"Joke\", \"None of the above\"]","[\"Joke\"]",NULL,5,0,NULL,"2019-08-01 14:34:17","2019-03-20 20:03:16",NULL
2154,334,5,1,"How do you think Paul felt after Eddy's comment?","[\"Excited\", \"Surprised\", \"Embarrassed\", \"Hopeful\"]","[\"Embarrassed\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2155,333,1,1,"Is Anise really going to saw Nikita in half?","[\"Yes\", \"No\"]","[\"No\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-03-20 20:03:16",NULL
2156,333,8,4,"How do you think Nikita feels in this passage? Select all that apply. ","[\"Afraid\", \"Excited\", \"Betrayed\", \"Disappointed\"]","[\"Afraid\", \"Betrayed\"]",NULL,5,0,NULL,"2019-08-01 14:34:17","2019-03-20 20:03:16",NULL
2157,333,14,1,"The last line of this passage is a:","[\"Cliffhanger\", \"Joke\", \"Introduction\", \"Moral\", \"Description\"]","[\"Joke\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2158,333,20,1,"What is the magician's name? ","[\"Denise\", \"Clarrise\", \"Anise\", \"Janice\"]","[\"Anise\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-03-20 20:03:16",NULL
2159,333,8,1,"What is Anise?","[\"A magician\", \"An actor\", \"An astronaut\", \"A business woman\", \"A dancer\"]","[\"A magician\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2160,333,6,1,"This text is an example of which genre? ","[\"Mystery\", \"Sci-Fi\", \"Realistic Fiction\", \"Fantasy\"]","[\"Realistic Fiction\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
2161,333,13,1,"Reread this sentence: \"I will saw my lovely assistant in half.\" What is the correct definition of \"saw\" for how it is used here?","[\"Past tense of the verb \\\"see\\\"\", \"To cut\", \"A metal tool with a jagged edge used for cutting\", \"The hand or foot of a mammal\"]","[\"To cut\"]",NULL,5,0,NULL,"2019-08-01 14:34:17","2019-03-20 20:03:16",NULL
2162,333,10,1,"What could be another possible title for this passage?","[\"The See-Saw\", \"Nikita's Favourite Job\", \"Anise's Dance Recital\", \"The Magician's Assisstant\"]","[\"The Magician's Assisstant\"]",NULL,5,0,NULL,"2019-08-01 14:34:17","2019-03-20 20:03:16",NULL
2163,333,11,4,"Which one of the following questions would a reader NOT be able to answer by reading this passage?","[\"Why did Anise lie to her assistant?\", \"Which trick is Anise trying to do?\", \"Does Anise know how to do this trick properly?\", \"Who is inside the box?\", \"Which other tricks did Anis perform?\"]","[\"Why did Anise lie to her assistant?\", \"Does Anise know how to do this trick properly?\", \"Which other tricks did Anis perform?\"]",NULL,5,0,NULL,"2019-08-01 14:34:17","2019-03-20 20:03:16",NULL
2164,139,14,1,"Why did the author most likely write this passage?","[\"To teach readers about an unfamiliar concept.\", \"To persuade readers to volunteer for an important cause.\", \"To entertain readers with an unrealistic, unbelievable story.\", \"To encourage readers to try out a new hobby.\"]","[\"To entertain readers with an unrealistic, unbelievable story.\"]",NULL,5,0,NULL,"2019-08-01 14:34:17","2019-03-20 20:03:16",NULL
2165,139,5,1,"How does Mariam most likely feel about being able to stay on the ceiling?","[\"Mariam enjoys it.\", \"Mariam dislikes it.\", \"Mariam is scared by it.\", \"Mariam is embarrassed by it.\"]","[\"Mariam enjoys it.\"]",NULL,5,0,NULL,"2019-08-01 14:34:17","2019-03-20 20:03:16",NULL
2166,139,6,1,"This passage is most likely an example of which genre?","[\"Fantasy\", \"Mystery\", \"Historical Fiction\", \"Realistic Fiction\"]","[\"Fantasy\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
